text,positive,lemm_text
".....пойду вскроюсь, да ебаный ты ж в рот, я не выспалась((((",0,пойти вскрыться да ебаный ты ж в рота я не выспаться 
"смотрите, что стало с моими наушниками(((((9999(99(((( #жизньчлен http://t.co/s5F3EOvesg",0,смотреть что стать с мой наушник жизньчлен 
Инета так и нет со вчера( смотрю game of thrones,0,инет так и нет с вчера смотреть 
Какой звук ты ненавидишь? — коли хрускают кістками:( http://t.co/4ZsApsPWOj,0,какой звук ты ненавидеть коли хрускаюта к стками 
RT @Impala_aa: @Jesse_James_666 @placebodream ясно(,0,ясно 
"Унылое зрелище: валяюсь дома и жую сухари. Тоска. Кто-то болеет, кто-то мороза страшится, а я на волю хочу, да не с кем(",0,унылый зрелище валяться дом и жевать сухарь тоска кто то болеть кто то мороз страшиться а я на воля хотеть да не с кто 
"RT @noticL: Если я откажусь от мяса, то у меня будет постоянный пмс:(",0,если я отказаться от мясо то у я быть постоянный пмс 
"@disfairytale да, просто больше негде танцевать :(((((((((
зато можно огурцов пожрать",0,да просто большой негде танцевать зато можно огурец пожрать 
Простите давайте в другую игру поиграем а то телефон тормозит(((,0,простить давать в другой игра поиграть а то телефон тормозить 
"соревки с 22 по 24
29
с 30 по 4
ЗАГРУЖЕННЫЙ МЕСЯЦ(",0,соревка с по с по загрузить месяц 
RT @natasha_pluxaa: @saha12241999 бедняжечка моя(,0,бедняжечка мой 
"хочу гулять, но ооочень холодно на улице:(",0,хотеть гулять но ооочень холодный на улица 
"@frozin2000rus да, отказывать всегда сложно:(",0,да отказывать всегда сложно 
"RT @prisonero_O: Мне всегла было интересно,зачем люди выставляют на показ свою личную жизнь? Вот скажите, неужели так круто выкладывать фот…",0,я всечь быть интересно зачем человек выставлять на показ свой личный жизнь вот сказать неужели так круто выкладывать фот 
"Ужасный день  все началось с того , что обидела хорошего @VldmrMarkov ,который обо мне заботится :((",0,ужасный день весь начаться с тот что обидеть хороший который о я заботиться 
"@Rukov Бля, я хотел поздравить всех с Крещением, но палец с кнопки соскачил(",0,бля я хотеть поздравить весь с крещение но палец с кнопка соскачил 
Вспоминаю и расстраиваюсь..не хочу англ завтра(,0,вспоминать и расстраиваться не хотеть англ завтра 
"Состояние, настроение, всё для твоего балкона ...(",0,состояние настроение весь для твой балкон 
"Все собираются, а Саша сидит в комнате с малым (",0,весь собираться а саша сидеть в комната с малое 
"15 минут назад встала,
А мама уже в магазин отправляет
Утро начинается не с кофе(",0,минута назад встать а мама уже в магазин отправлять утро начинаться не с кофе 
"Ну и не без косяков:
1. Потянул шею.
2. Оставил штаны в комнате не батарее:(",0,ну и не без косяк потянуть шея оставить штаны в комната не батарея 
"@plooooooov_69 физика :(
я два часа парился над физикой :(
пиздец :(
а у тебя как?",0,физик я два час париться над физика пиздец а у ты как 
"@Romashkovich_O и я!!!!!Последние серии вообще отличные были.А теперь ждать до апреля((((говорят,рейтинги упали сильно у сериала((((",0,и я последний серия вообще отличный быть а теперь ждать до апрель говорят рейтинг упасть сильно у сериал 
@Crecer94 температура( я 2 дня назад заболела,0,температура я день назад заболеть 
"@ulya_lawyer думаю, если будут такие случаи, их не предадут огласке... как и в случае со смертью взрослых (",0,думать если быть такой случай они не предать огласка как и в случай с смерть взрослый 
Хочу уже ОТДЫХА!!!!!!!!!! очень устала(((,0,хотеть уже отдых очень устать 
"RT @kirusha___: Вам просто не передать,как я не хочу понедельник:(",0,вы просто не передать как я не хотеть понедельник 
Вообще блин мама не отпустила погулять:(((,0,вообще блин мама не отпустить погулять 
@pleshakova ТЕТ её отменил! а я не привёз на телефоне:( теперь страдаю,0,тета её отменить а я не привезти на телефон теперь страдать 
Что же со мной все время что-то происходит...даже на каток сходить нормально не могу(((такого удара об лёд я ещё не ощущала,0,что же с я весь время что то происходить даже на каток сходить нормальный не мочь такой удар о лёд я ещё не ощущать 
@prisonero_O часто? последний в сентябре был... точнее этот стал последним,0,часто последний в сентябрь быть точнее этот стать последний 
"@julian_mrrrrrrr окай
Но не поздно
Завтра в 5:30 вставать :(",0,окать но не поздно завтра в вставать 
"Мда хуже моего почерка, только мое лицо( http://t.co/BoJYzLN1bD",0,мда худой мой почерк только мой лицо 
"@Unicorny17 ааа ,а почему она не хочет говорить сколько ей ? :(",0,ааа а почему она не хотеть говорить сколько она 
Хороший день заканчивается больным животом(,0,хороший день заканчиваться больной живот 
@lb_ua А что менты плохого деткам то сделали? Смысл акции? Похоже я что-то не знаю(,0,а что мент плохой детка то сделать смысл акция похоже я что то не знать 
"@silverbyun ты же не бомж, чтобы тебе вечно не хватало
:( мои соболезнования, ты умрешь рано",0,ты же не бомж чтобы ты вечно не хватать мой соболезнование ты умереть рано 
мне не хватает пачки хлопьев даже на два дня((,0,я не хватать пачка хлопья даже на два день 
"#AutoFollow  анонсировали детский планшет  а у нас в детстве только кубики были, мама прибивала их к полу( #новости",0,анонсировать детский планшет а у мы в детство только кубик быть мама прибивать они к пол новость 
"Позовешь одних - обижаются вторые, позовешь вторых - обижаются третьи. Я же не могу постоянно собирать всех и вся, что за претензии :(",0,позвать один обижаться второе позвать второе обижаться третье я же не мочь постоянно собирать весь и весь что за претензия 
"RT @_angy_s_: Бля, я уипалась с кровати((9(((",0,бля я уипалася с кровать 
"@L_Agrippina зая, короче у меня мама дома :(
давай на недельке встретимся лучше??",0,зая короче у я мама дом давать на неделька встретиться хороший 
RT @prisonero_O: Актуальная картинка для меня http://t.co/SWPTDlL2X7,0,актуальный картинка для я 
"@barbpalvinldf да,по твоим ответам другого не придумать:(",0,да по твой ответ другой не придумать 
"У меня опять депрессняк, или он и не заканчивался((",0,у я опять депрессняк или он и не заканчиваться 
бля пишу геометрию одно задания на целый лист :(,0,бля писать геометрия один задание на целый лист 
"@shevtsovlang Жаль,у меня нет средств:( Но спасибо,за ответ!",0,жаль у я нет средство но спасибо за ответ 
"@vikagayko бедненький..только теперь не ""он"" а ""оно"".((",0,бедненький только теперь не он а оно 
RT @bravo_ua: Опять хода ? Скільки вже можна ходить кругами ((((#євромайдан,0,опять ход ск лька вже можный ходить круг вромайдан 
"приходила врач, такая приятная женщина, сказала два дня лежать не вставая, но экзамен за меня завтра никто не сдаст(",0,приходить врач такой приятный женщина сказать два день лежать не вставать но экзамен за я завтра никто не сдать 
"Если сегодня будет столько гостей, я же не смогу подготовиться к урокам(",0,если сегодня быть столько гость я же не смочь подготовиться к урок 
"чуваки
фанф, где гг из твоего города
из твоего мухосранска
о_О",0,чувак фанфа где год из твой город из твой мухосранск о о 
Я огорчилась:( очень хочу сходить на Тодес!!! А меня в Сыке не будет:(,0,я огорчиться очень хотеть сходить на тодес а я в сык не быть 
"В общаге холодина( Сижу в нескольких слоях одежды, закутавшись по уши в теплый плед, в обнимку с горячим чайником. Еще при этом билеты учу",0,в общага холодина сидеть в несколько слой одежда закутаться по ухо в тёплый плед в обнимка с горячее чайник ещё при это билет учить 
"Блин,с этим наутилусом превратила свои аиры в хлам:( #хочуновые",0,блин с это наутилус превратить свой аир в хлам хочуновое 
"Мороз и солнце,день чудесный...
Три стопки книг и три дня до экзамена(",0,мороз и солнце день чудесный три стопка книга и три день до экзамен 
"Вообше маньячидзе, палец сфотил, угрожает, шелльк(((",0,вообш маньячидзе палец сфотить угрожать шелльк 
"ишу.на завтра еще писать соченение по украинскому языку, просто жесть, не успела приехать, уже куча уроков((",0,ишу на завтра ещё писать соченение по украинский язык просто жесть не успеть приехать уже куча урок 
"@Katie_ts ну а что мне еще делать пока ботаю. послезавтра удже рано утром,а у меня ничего неготово((",0,ну а что я ещё делать пока ботая послезавтра уджа рано утром а у я ничто неготовый 
"Мое тело объелось блинами, слушаю интересную лекцию о вооружении разных стран, щас пойдем мне бинтовать лапку((",0,мой тело объесться блин слушать интересный лекция о вооружение разный страна щас пойти я бинтовать лапка 
"Сегодня праздник -  Всемирный день снега!  А у нас: ветер, грязь, сырость...((((",0,сегодня праздник всемирный день снег а у мы ветер грязь сырость 
@Gurzhii @levolume @Zimbabvaaaaa вся школа у меня дома(,0,весь школа у я дом 
"@Cooleshova да Успенский мало, чем отличается(((",0,да успенский мало чем отличаться 
@tdanylenko @radiosvoboda отбито все уже на жаль..одни амбиции:(,0,отбить весь уже на жаль один амбиция 
Погода ужасная((( Дождь втор http://t.co/fj8653UrHP,0,погода ужасный дождь втора 
"RT @OMHOMHOOM: Бляя, надо диалог учить ;( хочу погулять Today stats: 15 followers, 17 unfollowers Все такое зеленое!",0,блять надо диалог учить хотеть погулять весь такой зелёный 
"Посмотрела фильм Мамы, ревелааа. Никак не успокоюсь...((",0,посмотреть фильм мама ревелааа никак не успокоиться 
"RT @L_O_O_K_O_U_T: @VinniMuha приятно, спасибо :зз",0,приятно спасибо зз 
"Ну блин, походу я одна такая, вот я лох. До сих пор еще не каталась 

 :((",0,ну блин поход я один такой вот я лох до сей пора ещё не кататься 
@mitch_line но смотреть ты ты все равно может :-(((((((,0,но смотреть ты ты весь равно мочь 
за 2 часа я сделала только одну Историю.пиздееец..(,0,за час я сделать только один история пиздееец 
@ishenkogenny @GaevskiyMark на каком канале нас будут крутить? Так-то дом надо построить(,0,на какой канал мы быть крутить так то дом надо построить 
"Мои чудо-каникулы длинной в месяц подошли к концу, и я еще морально не готова к учебе-уебе;(((((",0,мой чудо каникулы длинный в месяц подойти к конец и я ещё морально не готовый к учёба уеб 
@Airy69_1Dlove у меня походу завтра тоже контрольная((,0,у я поход завтра тоже контрольный 
"Макконахи очень похудел,ну очень. В фильме ""Даллаский клуб покупателей"" , я просто в шоке видеть его таким .(((",0,макконах очень похуделый ну очень в фильм даллаский клуб покупатель я просто в шок видеть он такой 
"Ярик тоже готов, но для него пока нет мест в бассейне :((( http://t.co/Ane0syng4F",0,ярик тоже готовый но для он пока нет место в бассейн 
"Жалко ее(
У нее день рождения, а папа ушел куда-то, мама наругала.. сидит на кровати и молчит.ни слова не сказала за 30 минут..",0,жалко она у нея день рождение а папа уйти куда то мама наругать сидеть на кровать и молчать ни слово не сказать за минута 
"Сводите меня на коньках покататься, кто-нибудь :(",0,сводить я на конёк покататься кто нибыть 
"Много шестерить стало, меня аж это бесит! наедине не как не остаемся (",0,много шестерить стать я аж это бесить наедине не как не оставаться 
"@zayatsnatali @natasar6 @marffuscha @adomogarov Наташ,2 слова ""человеческое"" и ""в людях"",а у некот с этим пробл((но просьбу о тишине поддерж",0,наташа слово человеческий и в человек а у некот с это пробласть но просьба о тишина поддерж 
@narkhan_0099 мөдгүй бхдааа  =( амжилт хичээгээрэй  гэхгүй юуу хэхэ,0,метр дг й бхдааа амжилт хичээгээрэй гэхг й юуу хэхэ 
@_Ready_To_Goo_ жди через не знаю сколько письмо хд ибо денег у меня пока нет :((,0,ждать через не знать сколько письмо хд ибо деньга у я пока нет 
@IrinaShibarova Вот ты ленивка. Я ж тибе ужи писал. Батарею хуй держит и хуй заряжается до конца. И две полосы на экране отмерло нахуй (((((,0,вот ты ленивка я ж тиба уж писать батарея хуй держать и хуй заряжаться до конец и два полоса на экран отмереть нахуй 
@Venskovich нет:( сама когда то у кого то отдалживала,0,нет сам когда то у кто то отдалживать 
"RT @medvedevdimas: Вован, пидор интернет отключил(",0,вован пидора интернет отключить 
@yourt_toy @nurse_Frank_lol Бывает :| Знакомый случай:|,0,бывать знакомый случай 
Пропустила все совершеннолетия моих лучших подруг по разным обстоятельствам(,0,пропустить весь совершеннолетие мой хороший подруга по разный обстоятельство 
"@_orangemoose вааау, я как раз на ней остановилась :3 боюсь немного читать (",0,вааау я как раз на она остановиться бояться немного читать 
"@Nastya_Starlingчтобы называть что-то аморальным,нужно обладать хоть какими-то знаниями в этой области(",0,чтобы называть что то аморальный нужно обладать хоть какой то знание в этот область 
RT @MarusjaKobec: @antonten Я уже не могу((,0,я уже не мочь 
"Полазили по подьездам в центре, пока расклада на руф нету( завтра повторим.",0,полазить по подьезд в центр пока расклад на руф нету завтра повторить 
@JuLia__VlasOva я так кота хочу(( и так не хочу чихать на него постоянно((,0,я так кот хотеть и так не хотеть чихать на он постоянно 
"Хочу себе длинный плащ, но с моим коротышесским ростом это будет выглядеть ужасно :(",0,хотеть себя длинный плащ но с мой коротышесский рост это быть выглядеть ужасно 
@KatyYayR5 да так( я хочу еще какой-нибудь инструмент освоить после гитары,0,да так я хотеть ещё какой нибыть инструмент освоить после гитара 
"RT @83Mira: Кличко,не подводи их:((""@Review_News_Net: Майдан в эти минуты
http://t.co/vP8WdP6Mda
#євромайдан
#евромайдан http://t.co/UGcYmo…",0,кличко не подводить они майдан в этот минута вромайдан евромайдан 
"Почему каждое утро просыпаешься с надеждой, а ложишься с глупым разочарованием?((",0,почему каждый утро просыпаться с надежда а ложиться с глупый разочарование 
Блиииин. 3 сезон Кухни в марте. А они все откладывают и откладывают :(,0,блиииина сезон кухня в март а они весь откладывать и откладывать 
"Так обидно,когда впервые покупаешь сама алкоголь,стоишь на кассе предвкушая вопрос о доводах,и у тебя нифига не спрашивают и просто продают(",0,так обидный когда впервые покупать сам алкоголь стоять на касса предвкушать вопрос о довод и у ты нифига не спрашивать и просто продавать 
"Меня хиккой назвали, а у меня не бомбит. Все реально плохо :( Со мной что-то не так.",0,я хикка назвать а у я не бомбить весь реально плохо с я что то не так 
"RT @ithille: Комрады, мой твиттер взломали, подскажите как сменить пароль если я не знаю на какую почту он зарегин:(((",0,комрада мой твиттереть взломать подсказать как сменить пароль если я не знать на какой почта он зарегин 
@Rellyer А то я не догадался:О руки то гугл правильно не поставит:(,0,а то я не догадаться о рука то гугл правильно не поставить 
"Крииис  сестрааа , Я ХОЧУ К ТЕБЕ В ПИТЕЕЕР ; (",0,крииис сестрааа я хотеть к ты в питееер 
"Оппозиция не готова, это ясно видно....На сцене устроили балаган. Люди видят и понимают..... (((((((",0,оппозиция не готовый это ясно видно на сцена устроить балаган человек видеть и понимать 
"Как же не хочется никуда ехать,голова раскалывается..сейчас бы поспать(",0,как же не хотеться никуда ехать голова раскалываться сейчас бы поспать 
@VoronowaKatia а вот и нет( меня же не зовут,0,а вот и нет я же не звать 
"надеюсь,что в будущем кому-то пригодится моя коллекция картинок из интернета,иначе зачем я это все.каков пиздец(",0,надеяться что в будущее кома то пригодиться мой коллекция картинка из интернет иначе зачем я это весь каков пиздец 
"- Ты такой веселый всегда.  - А ты загляни ко мне в душу, ты сдохнешь от боли(",0,ты такой весёлый всегда а ты заглянуть к я в душить ты сдохнуть от боль 
"время быстро летит уже 5 лет,а в сердце все равно частичка любви осталась..т.Инна самый добрый человек..была...(",0,время быстро лететь уже год а в сердце весь равно частичка любовь остаться том инна самый добрый человек быть 
"@wIld_cat1997 да.... и что, я не понимаю что с Шоном, играл хорошо матчи, вынес азиатов, а тут .... Шон такой грустный на фото(((",0,да и что я не понимать что с шон играть хорошо матч вынести азиат а тут шон такой грустный на фото 
"@Daria_Lolli ахаха, да я ваще заболела походу:(",0,ахах да я ващий заболеть поход 
"Установила чистый симс 3, потом этот сборник, теперь пишет, что требуется код регистрации, ключ, проще говоря:( и где мне его искать?",0,установить чистый симс потом этот сборник теперь писать что требоваться код регистрация ключ простой говорить и где я он искать 
Надо решать задания. Их штук 300. И повторить 3 века. Но...сегодня же воскресение :(,0,надо решать задание они штука и повторить век но сегодня же воскресение 
RT @cka_sky: целые выходные провела в интернете и за уроками:(,0,целое выходной провести в интернет и за урок 
"О Боже, влюбленная душа опять объявилась и начала свою песню.. Только обрадовалась, что наконец пропал.. Уууффф(( просто why, God, whyyy??",0,о бог влюбить душить опять объявиться и начало свой песня только обрадоваться что наконец пропасть уууффф просто 
@Lesya_Galieva Зачем ты напомнила? Я только отвлеклась(((((,0,зачем ты напомнить я только отвлечься 
"RT @hei_niga: @podgruzilo2 ааа,мою любимую?((",0,ааа мой любимый 
"И самое хреновое то,что я еще и дз не узнал на завтра(",0,и самый хреновый то что я ещё и дз не узнать на завтра 
"Я такие макарошки сотворила, со всякими классными специями и овощами, а они взяли и отказались:(",0,я такой макарошка сотворить с всякий классный специя и овощ а они взять и отказаться 
Давай уезжай...(((((((((((((Бросай меня...и Уходи http://t.co/XO491zRWUl,0,давать уезжать бросать я и уходить 
"опрокинула тортик кремом вниз :( 
угадайте, откуда у меня растут руки?",0,опрокинуть тортик крем вниз угадать откуда у я расти рука 
"@F_Nastasia тоже последний,но 25,в субботу,это вообще боль;(",0,тоже последний но в суббота это вообще боль 
"@khmelina пока что у меня школьная программа 10-11 кл. норм пока что, но с физикой у меня плохо(",0,пока что у я школьный программа кл норма пока что но с физика у я плохо 
"Пиздец дела,такой крюк делать теперь придется :-(",0,пиздец дело такой крюк делать теперь прийтись 
Не хочу.. Опять выходные прошли(( http://t.co/wZdwKcymKT,0,не хотеть опять выходной пройти 
блять.болят все кости рук.ломит.что за пиздец?(,0,блять болеть весь костя рука ломить что за пиздец 
"То чувство когда твой портрет хуже, портрета одиннадцатилетнего ребёнка...

=""""(",0,то чувство когда твой портрет худой портрет одиннадцатилетний ребёнок 
"@holiavina @_Vikesha_ ;(
пойти поплакать что-ли..",0,пойти поплакать что ли 
"RT @mishinalera: @Homiak_09 я знаааю, но я тоже хочу стильное модное обновление(99(99(((((",0,я знааать но я тоже хотеть стильный модный обновление 
"Блин хочу что б этот день закончился(
Он мне надоел
Ненавижу такие дни",0,блин хотеть что б этот день закончиться он я надоесть ненавидеть такой день 
"@Lentaika80lvl по привычке смайлик :|
Я эту пизду хочу изумлять в говне.",0,по привычка смайлик я этот пизда хотеть изумлять в говно 
Не хочу понедельник! :( Не хочу в школу! :(,0,не хотеть понедельник не хотеть в школа 
@tournickiet БЕЗ ТЕБЯ ШАПОЧКУ НЕ МОГУ СЕБЕ ВЫБРАТЬ (((,0,без ты шапочка не мочь себя выбрать 
Пойдём гулять с бро вдвоём. Никто с нами гулять не хочет. У всех есть дела поважнее нас(,0,пойти гулять с бро вдвоём никто с мы гулять не хотеть у весь есть дело важный мы 
Пищала в своем своем парне и в своем мире:(,0,пищать в свой свой парень и в свой мир 
Я разосралась со своей единственной подругой =(,0,я разосраться с свой единственный подруга 
"@wapovaloveslesb мне лень, я слишком ленивый. Моя лень даже сильнее страха перед вк (",0,я лень я слишком ленивый мой лень даже сильный страх перед вк 
"@avdienko2014 окей не будет , это не сказка , а жизнь :-( *",0,окей не быть это не сказка а жизнь 
"То чувство,когда у тебя совсем нет друзей сериаломанов и тебе не с кем обсудить сериал(",0,то чувство когда у ты совсем нет друг сериаломан и ты не с кто обсудить сериал 
@dzurilla24 Сегодня с утра народ забегал за чистящим-моющим-отмывающим...Отношение к традициям оч изменилось(((,0,сегодня с утро народ забегать за чистить моющий отмывать отношение к традиция оч измениться 
"@SPB_citizen @Shlegel Вот и вся их ""мораль""(",0,вот и весь они мораль 
@__gale ой ну все пизда как я без твоего пароля проживу((((((((,0,ой ну весь пизда как я без твой пароль прожить 
"твиитееер, почему я так долго в тебе не пишу?(",0,твиитееер почему я так долго в ты не писать 
"RT @Lihotina: Температура меньше стало
Но все равно плохо(",0,температура маленький стать но весь равно плохо 
"Как ни крути,я все равно тебя ревную((...",0,как ни крутить я весь равно ты ревновать 
А то что-нибудь сломаете. :~( #ff #follow,0,а то что нибыть сломать 
"Надо ещё алгебру сделать, а мне так плохо и леньки((",0,надо ещё алгебра сделать а я так плохо и ленька 
"RT @twitruchp: Почему кто то красивый?
А кто то я!(",0,почему кто то красивый а кто то я 
"Автоинформатор @sberbank предлагает сказать пароль на кассе МТС при оплате услуг за бонусные баллы ""Браво"". Действительно ""Браво""-КРУТО((((",0,автоинформатор предлагать сказать пароль на касса мтс при оплата услуга за бонусный балл бравый действительно бравый круто 
"Ооооо, как же я заебалась работать!хочу зарплату и укушаться элитнным бухлом с коктейльчиками(((",0,ооооо как же я заебалася работать хотеть зарплата и укушаться элитнный бухлый с коктейльчик 
RT @mari_laryushina: Дурацкая биология:((такой бред(((как его запомнить?!((дайте мне отдохнуть!!!,0,дурацкий биология такой бред как он запомнить дать я отдохнуть 
@udalovmaxim привет... ну вот((( а я ждала от вас восторженного твита и фотки со счастливой улыбкой возле проруби :-(,0,привет ну вот а я ждать от вы восторженный твит и фотка с счастливый улыбка возле прорубь 
"В голове туман, такое ощущения что я всё ночь плакала, ах да я же всё таки всё ночь плакала(((",0,в голов туман такой ощущение что я весь ночь плакать ах да я же весь таки весь ночь плакать 
@INeedTheFans @markc_winchest а я вообще о Фроше первый раз слвшу о_О хдд,0,а я вообще о фрош один раз слвша о о хдд 
"Мало того, что всю ночь не спала, так еще на улице ужасно холодно, в такой холод не очень хочется куда то идти:(",0,мало тот что весь ночь не спасть так ещё на улица ужасно холодный в такой холод не очень хотеться куда то идти 
"Так лень что либо делать(((
А нужно писать..",0,так лень что либо делать а нужно писать 
сходила в альфу( всё самое интересное пропустила(((,0,сходить в альф весь самый интересный пропустить 
"@SerIkerRM ой,не хочу нагружать,забей,сейчас я успокоюсь(",0,ой не хотеть нагружать забить сейчас я успокоиться 
"Я хочу куда-нибудь свалить, на время. Я так давно не собирала куда-нибудь вещи. Хочу собраться и съебаться(",0,я хотеть куда нибыть свалить на время я так давно не собирать куда нибыть вещий хотеть собраться и съебаться 
"Только пришла домой((опять гуляла ,устала уже",0,только пришлый домой опять гулять устать уже 
"RT @incredible_nat: Не, товарищи, мне всего 15 лет и зрение у меня как у говна просто! За что мне такое наказание?! :(",0,не товарищ я всего год и зрение у я как у говно просто за что я такой наказание 
"не хочет Никита писать хню в ленте из-за меня,и просит угомониться. ну бля,я только разошелся :(",0,не хотеть никита писать хню в лента из за я и просить угомониться ну бля я только разойтись 
"RT @BigRussianBaws: Не понимаю людей, которые обтягивают золотой пленкой мазерати вместо кузова из настоящего золота(",0,не понимать человек который обтягивать золотой плёнка мазерать вместо кузов из настоящий золото 
"RT @anton_jak_46112: Раньше человека называли ""трудоголик"", а теперь ""задрот"" :(",0,ранний человек называть трудоголик а теперь задрот 
"если б я знала что ты ему не скажешь, а он ему! то я бы тебе всё доверила((",0,если б я знать что ты он не сказать а он он то я бы ты весь доверить 
"пишу немец ,всё не как не напишу это сочинение(",0,писать немец весь не как не написать это сочинение 
"@PolinaMeleshko1 нужно было с ним познакомиться 
такую возможность упустили (
не каждый день настоящего рыцаря встретишь",0,нужно быть с он познакомиться такой возможность упустить не каждый день настоящий рыцарь встретить 
"Я два дня смеюсь как Сельма и Петти:( о, мое горло",0,я два день смеяться как сельма и петти о мой горло 
Как же меня это огорчает:(Люди не знают какой СЕГОДНЯ ДЕНЬ,0,как же я это огорчать человек не знать какой сегодня день 
"Холодно, холодно, холодно
Даже в аудиториях холодно
Моя любимая батарея не греет меня((((",0,холодный холодный холодный даже в аудитория холодный мой любимый батарея не греть я 
"..ну вот хоть и снег пошёл, но блеать...нихуя не радует!!!!!1((((",0,ну вот хоть и снег пойти но блеать нихуй не радовать 
"О Господи, какая же тупая эта комедия «Горе от ума», ну вот почему нам не задают читать нормальную литературу? Постоянно хуйню читаем:(",0,о господь какой же тупой этот комедия горе от ум ну вот почему мы не задавать читать нормальный литература постоянно хуйня читаемый 
@barbpalvinldf но ты была сонласна:( ты где?,0,но ты быть сонласна ты где 
"@house_of_lazine ахахах
и я про тоже,а учителя не верят:(",0,ахахи и я про тоже а учитель не верить 
"RT @potemkina01: Жизньболь когда понимаешь,что тебе еще делать 8-10 уроков на понедельник и на вторник:((( ааа",0,жизньболь когда понимать что ты ещё делать урок на понедельник и на вторник ааа 
@IraKrainova дааа видела очень трогательно: (((,0,дааа видеть очень трогательно 
"Такая погодка хорошая на улице, а погулять не с кем :(",0,такой погодка хороший на улица а погулять не с кто 
"Боже, я не думала, что снова с такой силой захочу... замуж... :( только нет конкретного человека. это самое ужасное",0,бог я не думать что снова с такой силой захотеть замуж только нет конкретный человек это самый ужасный 
RT @firkova: Люди из МИСиСа боятся так матана ( мне бы так(( но я боюсь совсем другого,0,человек из мисиса бояться так матана я бы так но я бояться совсем другой 
Блин почему нагло удаляет мои статусы:((ничего не пойму роде без матов а удаляют((((((((((,0,блин почему нагло удалять мой статус ничто не понять род без матовый а удалять 
"Блин,я понимаю что я с тобой 2 недели не гуляла,но я так не хочу идти на улицу!((",0,блин я понимать что я с ты неделя не гулять но я так не хотеть идти на улица 
"Как же он похож на тебя (((( я тебя люблю, до сих пор, несмотря ни на что(((",0,как же он похожий на ты я ты любить до сей пора несмотря ни на что 
"@niallesistible жесть, я так и не поняла, что такого плохого он написал Лиаму:(",0,жесть я так и не понять что такой плохой он написать лиаму 
"Вроде бы и солнышко, но сука хоооолодно :(",0,вроде бы и солнышко но сук хоооолодный 
